Nivel;Clasificacion;Capitulo_Nombre;Subcapitulo_Nombre;Actividad_Nombre;WBS;KPI;Valor
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Reles Diferenciales;7.2.5;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Integracion SCADA;7.2.6;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Medidores;7.2.7;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Lazos de Control;7.2.8;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Protocolos SAT;7.2.9;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Acta Final;7.2.10;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Transformador;7.3.1;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Interruptores;7.3.2;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Seccionadores;7.3.3;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Reles Distancia;7.3.4;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Reles Diferenciales;7.3.5;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Integracion SCADA;7.3.6;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Medidores;7.3.7;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Lazos de Control;7.3.8;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Protocolos SAT;7.3.9;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Acta Final;7.3.10;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Transformador;7.4.1;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Interruptores;7.4.2;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Seccionadores;7.4.3;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Reles Distancia;7.4.4;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Reles Diferenciales;7.4.5;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Integracion SCADA;7.4.6;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Medidores;7.4.7;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Lazos de Control;7.4.8;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Protocolos SAT;7.4.9;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Acta Final;7.4.10;SPI;1,0
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Porticos 115kV;1.1.1;CV;-194,13
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Caseta de Control;1.1.2;CV;-129,97
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Trafo de Potencia;1.1.3;CV;-98,54
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Vias Internas;1.1.4;CV;-310,93
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Drenajes;1.1.5;CV;-85,04
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Malla a Tierra;1.1.6;CV;-136,36
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - SSAA;1.1.7;CV;-166,87
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Comunicaciones;1.1.8;CV;-175,47
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Cerramiento;1.1.9;CV;-271,71
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Iluminacion;1.1.10;CV;-193,06
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Porticos 115kV;1.2.1;CV;-221,68
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Caseta de Control;1.2.2;CV;-246,03
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Trafo de Potencia;1.2.3;CV;-268,59
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Vias Internas;1.2.4;CV;-132,34
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Drenajes;1.2.5;CV;-98,98
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Malla a Tierra;1.2.6;CV;-112,71
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - SSAA;1.2.7;CV;-290,93
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Comunicaciones;1.2.8;CV;-236,22
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Cerramiento;1.2.9;CV;-90,02
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Iluminacion;1.2.10;CV;-292,53
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Porticos 115kV;1.3.1;CV;-182,3
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Caseta de Control;1.3.2;CV;-141,13
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Trafo de Potencia;1.3.3;CV;-389,62
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Vias Internas;1.3.4;CV;-379,42
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Drenajes;1.3.5;CV;-105,44
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Malla a Tierra;1.3.6;CV;-160,45
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - SSAA;1.3.7;CV;-333,66
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Comunicaciones;1.3.8;CV;-247,58
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Cerramiento;1.3.9;CV;-125,81
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.3 Diseno Electromecanico;Diseno Electromecanico - Iluminacion;1.3.10;CV;-317,01
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Porticos 115kV;1.4.1;CV;-323,44
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Caseta de Control;1.4.2;CV;-114,88
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Trafo de Potencia;1.4.3;CV;-343,12
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Vias Internas;1.4.4;CV;-101,76
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Drenajes;1.4.5;CV;-182,06
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Malla a Tierra;1.4.6;CV;-277,12
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - SSAA;1.4.7;CV;-354,03
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Comunicaciones;1.4.8;CV;-305,88
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Cerramiento;1.4.9;CV;-328,04
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);1. Ingenieria de Detalle;1.4 Estudios Especiales;Estudios Especiales - Iluminacion;1.4.10;CV;-238,19
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Fase 1;2.1.1;CV;-196,72
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Fase 2;2.1.2;CV;-91,77
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Fase 3;2.1.3;CV;-70,1
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Lote Principal;2.1.4;CV;-199,02
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Zonas de Acceso;2.1.5;CV;-293,84
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Torres de Linea;2.1.6;CV;-250,03
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Campamento;2.1.7;CV;-122,38
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Bodegas;2.1.8;CV;-104,62
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Maquinaria;2.1.9;CV;-306,07
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.1 Licencias Ambientales;Licencias Ambientales - Personal;2.1.10;CV;-294,93
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Fase 1;2.2.1;CV;-278,33
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Fase 2;2.2.2;CV;-295,33
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Fase 3;2.2.3;CV;-145,03
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Lote Principal;2.2.4;CV;-172,49
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Zonas de Acceso;2.2.5;CV;-259,76
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Torres de Linea;2.2.6;CV;-122,08
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Campamento;2.2.7;CV;-95,86
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Bodegas;2.2.8;CV;-146,65
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Maquinaria;2.2.9;CV;-193,46
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.2 Permisos Municipales;Permisos Municipales - Personal;2.2.10;CV;-322,94
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Fase 1;2.3.1;CV;-311,16
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Fase 2;2.3.2;CV;-136,44
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Fase 3;2.3.3;CV;-137,61
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Lote Principal;2.3.4;CV;-191,48
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Zonas de Acceso;2.3.5;CV;-78,18
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Torres de Linea;2.3.6;CV;-125,0
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Campamento;2.3.7;CV;-102,11
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Bodegas;2.3.8;CV;-126,31
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Maquinaria;2.3.9;CV;-232,87
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.3 Gestion Predial;Gestion Predial - Personal;2.3.10;CV;-255,22
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Fase 1;2.4.1;CV;-163,3
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Fase 2;2.4.2;CV;-207,65
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Fase 3;2.4.3;CV;-86,46
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Lote Principal;2.4.4;CV;-114,25
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Zonas de Acceso;2.4.5;CV;-77,33
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Torres de Linea;2.4.6;CV;-69,7
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Campamento;2.4.7;CV;-198,33
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Bodegas;2.4.8;CV;-106,14
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Maquinaria;2.4.9;CV;-244,73
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);2. Gestion Administrativa;2.4 Polizas y Seguros;Polizas y Seguros - Personal;2.4.10;CV;-99,15
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Bases de Trafo;3.1.1;CV;-2669,81
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Porticos Llegada;3.1.2;CV;-4775,23
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Porticos Salida;3.1.3;CV;-6290,36
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Carcamos MT;3.1.4;CV;-3149,48
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Carcamos BT;3.1.5;CV;-1252,28
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Muros Cortafuego;3.1.6;CV;-3448,77
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Placa Caseta;3.1.7;CV;-5169,48
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Vias Perimetrales;3.1.8;CV;-1930,2
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Drenajes Lluvias;3.1.9;CV;-2051,38
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.1 Movimiento de Tierras;Movimiento de Tierras - Bases Equipos;3.1.10;CV;-1420,59
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Bases de Trafo;3.2.1;CV;-1737,12
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Porticos Llegada;3.2.2;CV;-3606,03
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Porticos Salida;3.2.3;CV;-4861,91
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Carcamos MT;3.2.4;CV;-1967,75
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Carcamos BT;3.2.5;CV;-3117,96
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Muros Cortafuego;3.2.6;CV;-6394,96
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Placa Caseta;3.2.7;CV;-3728,48
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Vias Perimetrales;3.2.8;CV;-3038,68
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Drenajes Lluvias;3.2.9;CV;-2836,59
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.2 Cimentaciones Mayores;Cimentaciones Mayores - Bases Equipos;3.2.10;CV;-4062,66
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Bases de Trafo;3.3.1;CV;-6690,24
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Porticos Llegada;3.3.2;CV;-3621,65
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Porticos Salida;3.3.3;CV;-1795,07
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Carcamos MT;3.3.4;CV;-1531,96
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Carcamos BT;3.3.5;CV;-4211,51
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Muros Cortafuego;3.3.6;CV;-6563,91
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Placa Caseta;3.3.7;CV;-5388,86
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Vias Perimetrales;3.3.8;CV;-3445,04
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Drenajes Lluvias;3.3.9;CV;-4471,99
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.3 Cimentaciones Menores;Cimentaciones Menores - Bases Equipos;3.3.10;CV;-3543,39
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Bases de Trafo;3.4.1;CV;-6294,68
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Porticos Llegada;3.4.2;CV;-2157,2
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Porticos Salida;3.4.3;CV;-4886,29
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Carcamos MT;3.4.4;CV;-4798,87
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Carcamos BT;3.4.5;CV;-3821,09
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Muros Cortafuego;3.4.6;CV;-3211,89
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;3.4.7;CV;-5345,7
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;3.4.8;CV;-5825,91
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;3.4.9;CV;-4532,24
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Bases Equipos;3.4.10;CV;-4327,32
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.1 Suministro Transformador;Suministro Transformador - Unidad Principal;4.1.1;CV;-748,93
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.1 Suministro Transformador;Suministro Transformador - Reserva;4.1.2;CV;-459,0
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.1 Suministro Transformador;Suministro Transformador - Interruptor 115kV;4.1.3;CV;-487,58
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.1 Suministro Transformador;Suministro Transformador - Seccionador 115kV;4.1.4;CV;-191,1
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.1 Suministro Transformador;Suministro Transformador - CTs 115kV;4.1.5;CV;-405,67
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.1 Suministro Transformador;Suministro Transformador - PTs 115kV;4.1.6;CV;-672,93
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.1 Suministro Transformador;Suministro Transformador - Pararrayos;4.1.7;CV;-186,34
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.1 Suministro Transformador;Suministro Transformador - Celdas 13.8kV;4.1.8;CV;-559,9
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.1 Suministro Transformador;Suministro Transformador - Banco Condensadores;4.1.9;CV;-837,65
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.1 Suministro Transformador;Suministro Transformador - Aisladores Soporte;4.1.10;CV;-208,99
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - Unidad Principal;4.2.1;CV;-262,53
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - Reserva;4.2.2;CV;-772,26
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - Interruptor 115kV;4.2.3;CV;-744,85
Actividad;3. Análisis de Variaciones (Desviaciones Absolutas);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - Seccionador 115kV;4.2.4;CV;-463,82
