Fecha;Semana;WBS;Capitulo;Subcapitulo;Actividad;PV;EV;AC;Comentarios_Obra;Comentarios_Admin
2025-09-07;10;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;0,0;0,0;-;-
2025-09-14;11;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;0,0;0,0;-;-
2025-09-21;12;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;0,0;0,0;-;-
2025-09-28;13;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;0,0;0,0;-;-
2025-10-05;14;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;0,0;0,0;-;-
2025-10-12;15;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;0,0;0,0;-;-
2025-10-19;16;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;0,0;0,0;-;-
2025-10-26;17;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;0,0;0,0;-;-
2025-11-02;18;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;0,0;0,0;-;-
2025-11-09;19;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;0,0;0,0;-;-
2025-11-16;20;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;0,0;0,0;-;-
2025-11-23;21;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2025-11-30;22;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2025-12-07;23;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2025-12-14;24;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2025-12-21;25;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2025-12-28;26;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-01-04;27;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-01-11;28;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-01-18;29;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-01-25;30;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-02-01;31;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-02-08;32;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-02-15;33;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-02-22;34;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-03-01;35;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-03-08;36;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-03-15;37;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-03-22;38;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-03-29;39;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-04-05;40;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-04-12;41;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-04-19;42;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-04-26;43;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-05-03;44;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-05-10;45;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-05-17;46;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-05-24;47;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-05-31;48;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;0,0;;;-;-
2026-06-07;49;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;844,99;;;-;-
2026-06-14;50;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;1941,27;;;-;-
2026-06-21;51;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;3157,88;;;-;-
2026-06-28;52;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;4459,87;;;-;-
2026-07-05;53;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;5829,27;;;-;-
2026-07-12;54;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;7254,9;;;-;-
2026-07-19;55;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;8729,06;;;-;-
2026-07-26;56;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;10246,08;;;-;-
2026-08-02;57;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;11801,6;;;-;-
2026-08-09;58;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;13392,14;;;-;-
2026-08-16;59;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;15014,85;;;-;-
2026-08-23;60;7.1.8;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;16667,38;;;-;-
2025-07-06;1;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-07-13;2;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-07-20;3;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-07-27;4;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-08-03;5;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-08-10;6;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-08-17;7;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-08-24;8;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-08-31;9;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-09-07;10;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-09-14;11;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-09-21;12;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-09-28;13;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-10-05;14;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-10-12;15;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-10-19;16;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-10-26;17;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-11-02;18;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-11-09;19;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-11-16;20;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;0,0;0,0;-;-
2025-11-23;21;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2025-11-30;22;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2025-12-07;23;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2025-12-14;24;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2025-12-21;25;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2025-12-28;26;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-01-04;27;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-01-11;28;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-01-18;29;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-01-25;30;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-02-01;31;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-02-08;32;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-02-15;33;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-02-22;34;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-03-01;35;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-03-08;36;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-03-15;37;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-03-22;38;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-03-29;39;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-04-05;40;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-04-12;41;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-04-19;42;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-04-26;43;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-05-03;44;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-05-10;45;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-05-17;46;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-05-24;47;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-05-31;48;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;0,0;;;-;-
2026-06-07;49;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;1229,07;;;-;-
2026-06-14;50;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;2823,66;;;-;-
2026-06-21;51;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;4593,27;;;-;-
2026-06-28;52;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;6487,07;;;-;-
2026-07-05;53;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;8478,93;;;-;-
2026-07-12;54;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;10552,57;;;-;-
2026-07-19;55;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;12696,81;;;-;-
2026-07-26;56;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;14903,38;;;-;-
2026-08-02;57;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;17165,95;;;-;-
2026-08-09;58;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;19479,46;;;-;-
2026-08-16;59;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;21839,77;;;-;-
2026-08-23;60;7.1.9;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;24243,45;;;-;-
2025-07-06;1;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-07-13;2;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-07-20;3;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-07-27;4;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-08-03;5;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-08-10;6;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-08-17;7;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-08-24;8;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-08-31;9;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-09-07;10;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-09-14;11;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-09-21;12;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-09-28;13;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-10-05;14;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-10-12;15;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-10-19;16;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-10-26;17;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-11-02;18;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-11-09;19;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-11-16;20;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;0,0;0,0;-;-
2025-11-23;21;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2025-11-30;22;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2025-12-07;23;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2025-12-14;24;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2025-12-21;25;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2025-12-28;26;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-01-04;27;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-01-11;28;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-01-18;29;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-01-25;30;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-02-01;31;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-02-08;32;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-02-15;33;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-02-22;34;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-03-01;35;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-03-08;36;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-03-15;37;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-03-22;38;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-03-29;39;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-04-05;40;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-04-12;41;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-04-19;42;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-04-26;43;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-05-03;44;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-05-10;45;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-05-17;46;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-05-24;47;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-05-31;48;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;0,0;;;-;-
2026-06-07;49;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;633,58;;;-;-
2026-06-14;50;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;1455,59;;;-;-
2026-06-21;51;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;2367,82;;;-;-
2026-06-28;52;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;3344,06;;;-;-
2026-07-05;53;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;4370,86;;;-;-
2026-07-12;54;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;5439,81;;;-;-
2026-07-19;55;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;6545,16;;;-;-
2026-07-26;56;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;7682,64;;;-;-
2026-08-02;57;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;8848,99;;;-;-
2026-08-09;58;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;10041,59;;;-;-
2026-08-16;59;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;11258,32;;;-;-
2026-08-23;60;7.1.10;7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;12497,41;;;-;-
2025-07-06;1;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-07-13;2;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-07-20;3;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-07-27;4;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-08-03;5;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-08-10;6;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-08-17;7;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-08-24;8;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-08-31;9;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-09-07;10;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-09-14;11;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-09-21;12;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-09-28;13;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-10-05;14;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-10-12;15;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-10-19;16;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-10-26;17;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-11-02;18;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-11-09;19;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-11-16;20;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;0,0;0,0;-;-
2025-11-23;21;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;;;-;-
2025-11-30;22;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;;;-;-
2025-12-07;23;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;;;-;-
2025-12-14;24;7.2.1;7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;0,0;;;-;-
